long_drug,cas_no,db_name,dbid,ind,doid,ind_type,long_ind
Everolimus,159351-69-6,Everolimus,DB01590,Transplant Rejection,,original,Prophylaxis of organ rejection in adult patients at low-moderate immunologic risk receiving a kidney transplant. 
Everolimus,159351-69-6,Everolimus,DB01590,renal cell carcinoma,doid:4450,original,Treatment of patients with advanced renal cell carcinoma after failure of treatment with sunitinib or sorafenib.
Everolimus,159351-69-6,Everolimus,DB01590,neuroendocrine tumor,doid:169,repositioned,Treatment of gastroenteropancreatic neuroendocrine tumors
Everolimus,159351-69-6,Everolimus,DB01590,tuberous sclerosis,doid:13515,repositioned,"Treatment of tuberous sclerosis complex including TSC-associated subependymal giant cell astrocytoma (SEGA), TSC-associated angiomyolipoma and TSC-associated lymphangioleiomyomatosis (LAM)"
Filgrastim,143011-72-7,Filgrastim,DB00099,neutropenia,doid:1227,original,Decreasing the incidence of infection_ as manifested by febrile neutropenia_ in patients with nonmyeloid malignancies receiving myelosuppressive anti-cancer drugs associated with a significant incidence of severe neutropenia with fever.
Filgrastim,143011-72-7,Filgrastim,DB00099,,,original,Mobilization of hematopoietic progenitor cells into the peripheral blood for collection by leukapheresis.
Filgrastim,143011-72-7,Filgrastim,DB00099,neutropenia,doid:1227,original,Reducing the duration of neutropenia and neutropenia-related clinical sequelae_ eg_ febrile neutropenia_ in patients with nonmyeloid malignancies undergoing myeloablative chemotherapy followed by marrow transplantation.
Filgrastim,143011-72-7,Filgrastim,DB00099,myeloid leukemia,doid:8692,original,"Reducing the time to neutrophil recovery and the duration of fever, following induction or consolidation chemotherapy treatment of adults with acute myeloid leukemia."
Filgrastim,143011-72-7,Filgrastim,DB00099,myelodysplastic syndrome,doid:0050908,repositioned,Treatment of myelodysplastic syndrome.
Filgrastim,143011-72-7,Filgrastim,DB00099,CMV,,repositioned,"Treatment of patients with AIDS who, in addition, are afflicted with cytomegalovirus retinitis and are being treated with ganciclovir."
Finasteride,98319-26-7,Finasteride,DB01216,prostatic adenoma,doid:2883,original,Benign prostatic hyperplasia
Finasteride,98319-26-7,Finasteride,DB01216,hair loss,,repositioned,Hair loss
Floxuridine,50-91-9,Floxuridine,DB00322,gastrointestinal system cancer,doid:3119,original,"Effective in the palliative management of gastrointestinal adenocarcinoma metastatic to the liver, when given by continuous regional intra-arterial infusion in carefully selected patients who are considered incurable by surgery or other means. "
Floxuridine,50-91-9,Floxuridine,DB00322,stomach cancer,doid:10534,repositioned,Intraperitoneal treatment of gastric cancer. 
Fludarabine phosphate,75607-67-9,Fludarabine,DB01073,chronic lymphocytic leukemia,doid:1040,original,Fludara (Fludarabine Phosphate Injection) is indicated for the treatment of patients with B-cell chronic lymphocytic leukemia (CLL) who have not responded to or whose disease has progressed during treatment with at least one standard alkylating-agent containing regimen. 
Fludarabine phosphate,75607-67-9,Fludarabine,DB01073,non-Hodgkin lymphoma,doid:0060060,repositioned,Treatment and management of patients with non-Hodgkins lymphoma.
Fluorouracil,51-21-8,Fluorouracil,DB00544,colon cancer,doid:219,original,"Effective in the palliative management of carcinoma of the colon, rectum, breast, stomach and pancreas."
Fluorouracil,51-21-8,Fluorouracil,DB00544,rectum cancer,doid:1993,original,"Effective in the palliative management of carcinoma of the colon, rectum, breast, stomach and pancreas."
Fluorouracil,51-21-8,Fluorouracil,DB00544,breast cancer,doid:1612,original,"Effective in the palliative management of carcinoma of the colon, rectum, breast, stomach and pancreas."
Fluorouracil,51-21-8,Fluorouracil,DB00544,stomach cancer,doid:10534,original,"Effective in the palliative management of carcinoma of the colon, rectum, breast, stomach and pancreas."
Fluorouracil,51-21-8,Fluorouracil,DB00544,pancreatic cancer,doid:1793,original,"Effective in the palliative management of carcinoma of the colon, rectum, breast, stomach and pancreas."
Fluorouracil,51-21-8,Fluorouracil,DB00544,actinic keratosis,doid:8866,original,"Recommended for the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. "
Fluorouracil,51-21-8,Fluorouracil,DB00544,basal cell carcinoma,doid:2513,original,"Recommended for the topical treatment of multiple actinic or solar keratoses. In the 5% strength it is also useful in the treatment of superficial basal cell carcinomas when conventional methods are impractical, such as with multiple lesions or difficult treatment sites. "
Fluorouracil,51-21-8,Fluorouracil,DB00544,esophageal cancer,doid:5041,repositioned,"For use in combination with interferon alpha-2a, recombinant, for the treatment of esophageal carcinoma."
Fluorouracil,51-21-8,Fluorouracil,DB00544,glioblastoma multiforme,doid:3068,repositioned,Treatment of glioblastoma multiforme.
Fluoxetine,54910-89-3,Fluoxetine,DB00472,major depressive disorder,doid:1470,original,"Treatment of Major Depressive Disorder, Obsessive Compulsive Disorder, Bulimia Nervosa, Panic Disorder. "
Fluoxetine,54910-89-3,Fluoxetine,DB00472,obsessive-compulsive disorder,doid:10933,original,"Treatment of Major Depressive Disorder, Obsessive Compulsive Disorder, Bulimia Nervosa, Panic Disorder. "
Fluoxetine,54910-89-3,Fluoxetine,DB00472,bulimia nervosa,doid:12129,original,"Treatment of Major Depressive Disorder, Obsessive Compulsive Disorder, Bulimia Nervosa, Panic Disorder. "
Fluoxetine,54910-89-3,Fluoxetine,DB00472,panic disorder,doid:594,original,"Treatment of Major Depressive Disorder, Obsessive Compulsive Disorder, Bulimia Nervosa, Panic Disorder. "
Fluoxetine,54910-89-3,Fluoxetine,DB00472,premenstrual tension,doid:727,original,Treatment of premenstrual dysphoric disorder.
Fluoxetine,54910-89-3,Fluoxetine,DB00472,body dysmorphic disorder,doid:0060163,repositioned,Treatment of body dysmorphic disorder in children and adolescents
Gabapentin,60142-96-3,Gabapentin,DB00996,postherpetic neuralgia,,original,Indicated for the management of postherpetic neuralgia in adults. It is also indicated as adjunctive therapy in the treatment of partial seizures with and without secondary generalization in patients over 12 years of age with epilepsy. As adjunctive therapy in the treatment of partial seizures in pediatric patients age 3_ 12 years.
Gabapentin,60142-96-3,Gabapentin,DB00996,epilepsy,doid:1826,original,Indicated for the management of postherpetic neuralgia in adults. It is also indicated as adjunctive therapy in the treatment of partial seizures with and without secondary generalization in patients over 12 years of age with epilepsy. As adjunctive therapy in the treatment of partial seizures in pediatric patients age 3_ 12 years.
Gabapentin,60142-96-3,Gabapentin,DB00996,amyotrophic lateral sclerosis,doid:332,repositioned,Treatment of amyotrophic lateral sclerosis.
Galantamine,357-70-0,Galantamine,DB00674,postpoliomyelitis syndrome,doid:4952,original,"Polio, paralysis and anaesthesia"
Galantamine,357-70-0,Galantamine,DB00674,Alzheimer's disease,doid:10652,repositioned,Alzheimer_s disease
Glatiramer acetate for injection,147245-92-9,Glatiramer Acetate,DB05259,multiple sclerosis,doid:2377,original,For reduction of the frequency of relapses in patients with relapsing-remitting multiple sclerosis.
Glatiramer acetate for injection,147245-92-9,Glatiramer Acetate,DB05259,amyotrophic lateral sclerosis,doid:332,repositioned,Treatment of amyothrophic lateral sclerosis (ALS).
Glycopyrrolate ,596-51-0,Glycopyrronium,DB00986,peptic ulcer disease,doid:750,original,For use as adjunctive therapy in the treatment of peptic ulcer.
Glycopyrrolate ,596-51-0,Glycopyrronium,DB00986,pathologic drooling,,repositioned,Treatment of pathologic (chronic moderate to severe) drooling in pediatric patients
Guanethidine monosulfate,645-43-2,Guanethidine,DB01170,hypertension,doid:10763,original,"Treatment of moderate and severe hypertension, either alone or as an adjunct, and for the treatment of renal hypertension, including that secondary to pyelonephritis, renal amyloidosis, and renal artery stenosis."
Guanethidine monosulfate,645-43-2,Guanethidine,DB01170,reflex sympathetic dystrophy,doid:1811,repositioned,Treatment of moderate to severe reflex sympathetic dystrophy and causalgia.
Guanfacine,29110-47-2,Guanfacine,DB01018,attention deficit hyperactivity disorder,doid:1094,original,"Guanfacine tablet, extended release  is  indicated for the treatment of Attention Deficit Hyperactivity Disorder."
Guanfacine,29110-47-2,Guanfacine,DB01018,hypertension,doid:10763,original,Guanfacine tablets are indicated in the management of hypertension. 
Guanfacine,29110-47-2,Guanfacine,DB01018,fragile X syndrome,doid:14261,repositioned,Treatment of fragile X syndrome.
Heme arginate,100438-92-4,,,porphyria,doid:13268,original,Amelioration of recurrent attacks of acute intermittent porphyria temporally related to the menstrual cycle in susceptible women.
Heme arginate,100438-92-4,,,myelodysplastic syndrome,doid:0050908,repositioned,Treatment of myelodysplastic syndromes.
Heparin,9005-49-6,Enoxaparin,DB01225,vein disease,doid:866,original,"Heparin Sodium Injection is indicated for:1. Anticoagulant therapy in prophylaxis and treatment of venous thrombosis and its extension;2.Low-dose regimen for prevention of postoperative deep venous thrombosis and pulmonary embolism in patients undergoing major abdominothoracic surgery or who, for other reasons, are at risk of developing thromboembolic disease; 3. Prophylaxis and treatment of pulmonary embolism; 4. Atrial fibrillation with embolization; 5. Diagnosis and treatment of acute and chronic consumptive coagulopathies (disseminated intravascular coagulation); 6. Prevention of clotting in arterial and cardiac surgery; 7. Prophylaxis and treatment of peripheral arterial embolism. 8. Heparin may also be employed as an anticoagulant in blood transfusions, extracorporeal circulation, and dialysis procedures and in blood samples for laboratory purposes."
Heparin,9005-49-6,Enoxaparin,DB01225,pulmonary embolism,doid:9477,original,"Heparin Sodium Injection is indicated for:1. Anticoagulant therapy in prophylaxis and treatment of venous thrombosis and its extension;2.Low-dose regimen for prevention of postoperative deep venous thrombosis and pulmonary embolism in patients undergoing major abdominothoracic surgery or who, for other reasons, are at risk of developing thromboembolic disease; 3. Prophylaxis and treatment of pulmonary embolism; 4. Atrial fibrillation with embolization; 5. Diagnosis and treatment of acute and chronic consumptive coagulopathies (disseminated intravascular coagulation); 6. Prevention of clotting in arterial and cardiac surgery; 7. Prophylaxis and treatment of peripheral arterial embolism. 8. Heparin may also be employed as an anticoagulant in blood transfusions, extracorporeal circulation, and dialysis procedures and in blood samples for laboratory purposes."
Heparin,9005-49-6,Enoxaparin,DB01225,atrial fibrillation,doid:0060224,original,"Heparin Sodium Injection is indicated for:1. Anticoagulant therapy in prophylaxis and treatment of venous thrombosis and its extension;2.Low-dose regimen for prevention of postoperative deep venous thrombosis and pulmonary embolism in patients undergoing major abdominothoracic surgery or who, for other reasons, are at risk of developing thromboembolic disease; 3. Prophylaxis and treatment of pulmonary embolism; 4. Atrial fibrillation with embolization; 5. Diagnosis and treatment of acute and chronic consumptive coagulopathies (disseminated intravascular coagulation); 6. Prevention of clotting in arterial and cardiac surgery; 7. Prophylaxis and treatment of peripheral arterial embolism. 8. Heparin may also be employed as an anticoagulant in blood transfusions, extracorporeal circulation, and dialysis procedures and in blood samples for laboratory purposes."
