CUI	SAB	CODE	STR
C1846911	HPO	HP:0001477	Compensatory chin elevation
C1302995	HPO	HP:0001491	Congenital fibrosis of extraocular muscles
C1863749	HPO	HP:0001498	Carpal bone hypoplasia
C1848395	HPO	HP:0001520	Large for gestational age
C1835580	HPO	HP:0001530	Mild postnatal growth retardation
C1867873	HPO	HP:0001531	Failure to thrive in infancy
C1858033	HPO	HP:0001555	Asymmetry of the thorax
C0042582	HPO	HP:0001586	Vesicovaginal fistula
C0085215	HPO	HP:0001587	Primary ovarian failure
C1970308	HPO	HP:0001592	Selective tooth agenesis
C0853087	HPO	HP:0001597	Abnormality of the nail
C0018802	HPO	HP:0001635	Congestive heart failure
C0039685	HPO	HP:0001636	Tetralogy of Fallot
C4025758	HPO	HP:0001637	Abnormality of the myocardium
C0878544	HPO	HP:0001638	Cardiomyopathy
C0041206	HPO	HP:0001660	Truncus arteriosus
C0040479	HPO	HP:0001664	Torsade de pointes
C0004245	HPO	HP:0001678	Atrioventricular block
C0002962	HPO	HP:0001681	Angina pectoris
C0340375	HPO	HP:0001682	Subaortic stenosis
C0003564	HPO	HP:0001686	Loss of voice
C0018790	HPO	HP:0001695	Cardiac arrest
C0031039	HPO	HP:0001698	Pericardial effusion
C0014117	HPO	HP:0001706	Endocardial fibroelastosis
C0235527	HPO	HP:0001708	Right ventricular failure
C0742747	HPO	HP:0001722	High-output congestive heart failure
C0266631	HPO	HP:0001747	Accessory spleen
C0265642	HPO	HP:0001772	Talipes equinovalgus
C2674738	HPO	HP:0001780	Abnormality of toe
C0235439	HPO	HP:0001785	Ankle swelling
C0015944	HPO	HP:0001788	Premature rupture of membranes
C0455988	HPO	HP:0001790	Nonimmune hydrops fetalis
C0263523	HPO	HP:0001792	Small nail
C0265998	HPO	HP:0001798	Anonychia
C1262477	HPO	HP:0001824	Weight loss
C0432028	HPO	HP:0001839	Split foot
C0152237	HPO	HP:0001884	Talipes calcaneovalgus
C0002880	HPO	HP:0001890	Autoimmune hemolytic anemia
C0001824	HPO	HP:0001913	Granulocytopenia
C0206160	HPO	HP:0001923	Reticulocytosis
C0687751	HPO	HP:0001927	Acanthocytosis
C1846821	HPO	HP:0001928	Abnormality of coagulation
C0015523	HPO	HP:0001929	Reduced factor XI activity
C0220981	HPO	HP:0001942	Metabolic acidosis
C0020615	HPO	HP:0001943	Hypoglycemia
C0022638	HPO	HP:0001946	Ketosis
C0002063	HPO	HP:0001948	Alkalosis
C0085570	HPO	HP:0001949	Hypokalemic alkalosis
C0311277	HPO	HP:0001956	Truncal obesity
C4025733	HPO	HP:0001966	Mesangial abnormality
C0041349	HPO	HP:0001970	Tubulointerstitial nephritis
C0020532	HPO	HP:0001971	Hypersplenism
C4021767	HPO	HP:0001975	Decreased platelet glycoprotein IIb-IIIa
C4025731	HPO	HP:0001977	Abnormal thrombosis
C0011991	HPO	HP:0002014	Diarrhea
C0003466	HPO	HP:0002023	Anal atresia
C0020672	HPO	HP:0002045	Hypothermia
C4025730	HPO	HP:0002048	Renal cortical atrophy
C4021763	HPO	HP:0002056	Abnormality of the glabella
C0231687	HPO	HP:0002064	Spastic gait
C0234133	HPO	HP:0002071	Abnormality of extrapyramidal motor function
C0344482	HPO	HP:0002079	Hypoplasia of the corpus callosum
C0014067	HPO	HP:0002085	Occipital encephalocele
C0013404	HPO	HP:0002094	Dyspnea
C0685695	HPO	HP:0002101	Abnormal lung lobation
C0149781	HPO	HP:0002108	Spontaneous pneumothorax
C0235946	HPO	HP:0002120	Cerebral cortical atrophy
C1836150	HPO	HP:0002141	Gait imbalance
C3806347	HPO	HP:0002160	Hyperhomocystinemia
C0037822	HPO	HP:0002167	Neurological speech impairment
C0234378	HPO	HP:0002174	Postural tremor
C0694563	HPO	HP:0002189	Excessive daytime sleepiness
C4025719	HPO	HP:0002195	Dysgenesis of the cerebellar vermis
C1855841	HPO	HP:0002199	Hypocalcemic seizures
C1857042	HPO	HP:0002209	Sparse scalp hair
C1862863	HPO	HP:0002231	Sparse body hair
C0019209	HPO	HP:0002240	Hepatomegaly
C0239181	HPO	HP:0002254	Intermittent diarrhea
C0267498	HPO	HP:0002256	Small bowel diverticula
C1850629	HPO	HP:0002263	Exaggerated cupid's bow
C1740801	HPO	HP:0002267	Exaggerated startle response
C0221262	HPO	HP:0002290	Poliosis
C0234379	HPO	HP:0002322	Resting tremor
C0020225	HPO	HP:0002324	Hydranencephaly
C4025711	HPO	HP:0002339	Abnormality of the caudate nucleus
C0270612	HPO	HP:0002352	Leukoencephalopathy
C0231688	HPO	HP:0002362	Shuffling gait
C1843146	HPO	HP:0002372	Normal interictal EEG
C1836830	HPO	HP:0002376	Developmental regression
C0003537	HPO	HP:0002381	Aphasia
C0023520	HPO	HP:0002415	Leukodystrophy
C1836038	HPO	HP:0002421	Poor head control
C0003550	HPO	HP:0002427	Motor aphasia
C1411876	HPO	HP:0002442	Dyscalculia
C1859273	HPO	HP:0002461	Dense calcifications in the cerebellar dentate nucleus
C0454641	HPO	HP:0002474	Expressive language delay
C0025312	HPO	HP:0002475	Myelomeningocele
C0019151	HPO	HP:0002480	Hepatic encephalopathy
C0424295	HPO	HP:0002487	Hyperkinesis
C4025704	HPO	HP:0002492	Abnormality of the corticospinal tract
C0598275	HPO	HP:0002506	Diffuse cerebral atrophy
C4025701	HPO	HP:0002538	Abnormality of the cerebral cortex
C1847609	HPO	HP:0002549	Deficit in phonologic short-term memory
C0040588	HPO	HP:0002575	Tracheoesophageal fistula
C0009319	HPO	HP:0002583	Colitis
C0221151	HPO	HP:0002587	Projectile vomiting
C4025697	HPO	HP:0002589	Gastrointestinal atresia
C0024215	HPO	HP:0002593	Intestinal lymphangiectasia
C0151798	HPO	HP:0002605	Hepatic necrosis
C0023892	HPO	HP:0002613	Biliary cirrhosis
C0238669	HPO	HP:0002616	Aortic root dilatation
C0744321	HPO	HP:0002629	Gastrointestinal arteriovenous malformation
C0852283	HPO	HP:0002643	Neonatal respiratory distress
C4020847	HPO	HP:0002644	Abnormality of pelvic girdle bone morphology
C0432211	HPO	HP:0002651	Spondyloepimetaphyseal dysplasia
C0026760	HPO	HP:0002654	Multiple epiphyseal dysplasia
C0007117	HPO	HP:0002671	Basal cell carcinoma
C0032209	HPO	HP:0002691	Platybasia
C2673462	HPO	HP:0002726	Recurrent Staphylococcus aureus infections
C1858970	HPO	HP:0002730	Chronic noninfectious lymphadenopathy
C1839507	HPO	HP:0002737	Thick skull base
C4021751	HPO	HP:0002742	Recurrent Klebsiella infections
C0023532	HPO	HP:0002745	Oral leukoplakia
C3806467	HPO	HP:0002747	Respiratory insufficiency due to muscle weakness
C0029442	HPO	HP:0002749	Osteomalacia
C0016655	HPO	HP:0002757	Recurrent fractures
C1860825	HPO	HP:0002805	Accelerated bone age after puberty
C3277123	HPO	HP:0002810	Dumbbell-shaped metaphyses
C3277119	HPO	HP:0002826	Halberd-shaped pelvis
C0158118	HPO	HP:0002828	Multiple joint contractures
C1844384	HPO	HP:0002841	Recurrent fungal infections
C4021748	HPO	HP:0002846	Abnormality of B cells
C4021747	HPO	HP:0002848	Specific anti-polysaccharide antibody deficiency
C1865027	HPO	HP:0002866	Hypoplastic iliac wing
C0020578	HPO	HP:0002883	Hyperventilation
C0238463	HPO	HP:0002895	Papillary thyroid carcinoma
C0857899	HPO	HP:0002924	Decreased circulating aldosterone level
C4025668	HPO	HP:0002929	Leydig cell insensitivity to gonadotropin
C0749379	HPO	HP:0002944	Thoracolumbar scoliosis
C0544755	HPO	HP:0002979	Bowing of the legs
C1859461	HPO	HP:0002980	Femoral bowing
C0017671	HPO	HP:0003001	Glomus jugular tumor
C0151529	HPO	HP:0003010	Prolonged bleeding time
C4025660	HPO	HP:0003028	Abnormality of the ankles
C0149977	HPO	HP:0003048	Radial head subluxation
C4021742	HPO	HP:0003063	Abnormality of the humerus
C1840068	HPO	HP:0003065	Patellar hypoplasia
C0020473	HPO	HP:0003077	Hyperlipidemia
C1846351	HPO	HP:0003081	Increased urinary potassium
C0265563	HPO	HP:0003083	Dislocated radial head
C4025656	HPO	HP:0003107	Abnormality of cholesterol metabolism
C0522055	HPO	HP:0003115	Abnormal EKG
C1839606	HPO	HP:0003126	Low-molecular-weight proteinuria
C4025648	HPO	HP:0003130	Abnormal peripheral myelination
C4020690	HPO	HP:0003134	Abnormality of peripheral nerve conduction
C1848678	HPO	HP:0003161	4-Hydroxyphenylpyruvic aciduria
C0271708	HPO	HP:0003162	Fasting hypoglycemia
C1838186	HPO	HP:0003177	Squared iliac bones
C0266013	HPO	HP:0003187	Breast hypoplasia
C1839798	HPO	HP:0003189	Long nose
C1854114	HPO	HP:0003196	Short nose
C0541794	HPO	HP:0003202	Skeletal muscle atrophy
C0020488	HPO	HP:0003228	Hypernatremia
C1142132	HPO	HP:0003234	Decreased plasma carnitine
C1848653	HPO	HP:0003252	Anteriorly displaced genitalia
C3279658	HPO	HP:0003258	Glyoxalase deficiency
C4025635	HPO	HP:0003268	Argininuria
C0205711	HPO	HP:0003269	Sudanophilic leukodystrophy
C1860826	HPO	HP:0003279	Coxa magna
C2673931	HPO	HP:0003296	Hyperthreoninuria
C4021733	HPO	HP:0003297	Hyperlysinuria
C1855665	HPO	HP:0003300	Ovoid vertebral bodies
C1842153	HPO	HP:0003301	Irregular vertebral endplates
C1844753	HPO	HP:0003305	Block vertebrae
C1846439	HPO	HP:0003311	Hypoplasia of the odontoid process
C0746674	HPO	HP:0003324	Generalized muscle weakness
C0398746	HPO	HP:0003343	Glutathione synthetase deficiency
C0037221	HPO	HP:0003363	Abdominal situs inversus
C0019559	HPO	HP:0003365	Arthralgia of the hip
C0566888	HPO	HP:0003375	Narrow greater sacrosciatic notches
C1832776	HPO	HP:0003382	Hypertrophic nerve changes
C4025619	HPO	HP:0003384	Peripheral axonal atrophy
C1836320	HPO	HP:0003411	Proximal femoral metaphyseal irregularity
C1861329	HPO	HP:0003416	Spinal canal stenosis
C1864238	HPO	HP:0003436	Prolonged miniature endplate currents
C0558845	HPO	HP:0003438	Absent Achilles reflex
C1854454	HPO	HP:0003450	Axonal regeneration
C4025613	HPO	HP:0003451	Increased rate of premature chromosome condensation
C0947912	HPO	HP:0003473	Fatigable weakness
C0878660	HPO	HP:0003508	Proportionate short stature
C4025604	HPO	HP:0003529	Parathormone-independent increased renal tubular calcium reabsorption
C4025595	HPO	HP:0003558	Viral infection-induced rhabdomyolysis
C3277127	HPO	HP:0003562	Abnormal metaphyseal vascular invasion
C0020597	HPO	HP:0003563	Hypobetalipoproteinemia
C0151632	HPO	HP:0003565	Elevated erythrocyte sedimentation rate
C0741494	HPO	HP:0003573	Increased total bilirubin
C1298634	HPO	HP:0003587	Insidious onset
C4025588	HPO	HP:0003621	Juvenile onset
C1838877	HPO	HP:0003652	Recurrent myoglobinuria
C4021725	HPO	HP:0003655	Reduced activity of N-acetylglucosaminyltransferase II
C1848555	HPO	HP:0003658	Hypomethioninemia
C1854494	HPO	HP:0003677	Slow progression
C1838681	HPO	HP:0003678	Rapidly progressive
C1843637	HPO	HP:0003722	Neck flexor weakness
C4025576	HPO	HP:0003730	EMG: myotonic runs
C0544966	HPO	HP:0003736	Autophagic vacuoles
C0162670	HPO	HP:0003737	Mitochondrial myopathy
C0006663	HPO	HP:0003761	Calcinosis
C1837514	HPO	HP:0003812	Phenotypic variability
C1835978	HPO	HP:0003831	Age-dependent penetrance
C4025562	HPO	HP:0003836	Stippled calcification of the shoulder
C4025555	HPO	HP:0003848	Cupped metaphyses of the upper limbs
C4025539	HPO	HP:0003871	Deformed humerus
C4025533	HPO	HP:0003878	Periosteal new bone (humeral)
C4025531	HPO	HP:0003883	Tapered humerus
C4025529	HPO	HP:0003885	Undermodeled humerus
C4025526	HPO	HP:0003893	Advanced ossification of the humeral epiphysis
C4021712	HPO	HP:0003894	Delayed humeral epiphyseal ossification
C4021707	HPO	HP:0003910	Enlarged humeral metaphyses
C4021706	HPO	HP:0003913	Humeral metaphyseal irregularity
C4025503	HPO	HP:0003924	Stippled calcification of humeral metaphysis
C4025499	HPO	HP:0003929	Ground glass opacity of humeral diaphysis
C4025489	HPO	HP:0003945	Irregular articular surfaces of the elbow joints
C4025470	HPO	HP:0003970	Undermodelled forearm bones
C4021700	HPO	HP:0003971	Broad forearm bones
C1405984	HPO	HP:0003974	Absent radius
C4025469	HPO	HP:0003975	Chevron-shaped/cone-shaped radius
C4025468	HPO	HP:0003976	Constricted radius
C4025463	HPO	HP:0003986	Exostoses of the radius
C1848108	HPO	HP:0003988	Long ulna
C4025461	HPO	HP:0003990	Pointed ulna
C4025455	HPO	HP:0004002	Flattened radial epiphyses
C4021693	HPO	HP:0004014	Broad radial epiphyseal plate
C4025444	HPO	HP:0004015	Abnormality of radial metaphyses
C4025440	HPO	HP:0004020	Irregular ossification of the radial metaphysis
C4025432	HPO	HP:0004029	Lytic defects of radial diaphysis
C4025425	HPO	HP:0004038	Bony spikule of ulnar epiphyseal plate
C4025416	HPO	HP:0004049	Decreased carpal angles of wrist
C4020834	HPO	HP:0004051	Advanced ossification of the hand bones
C0410740	HPO	HP:0004097	Deviation of finger
C4021681	HPO	HP:0004180	Short distal phalanx of the 3rd finger
C4025409	HPO	HP:0004195	Osteolytic defects of the phalanges of the 4th finger
C4021678	HPO	HP:0004207	Abnormality of the 5th finger
C4025406	HPO	HP:0004219	Abnormality of the middle phalanx of the 5th finger
C4021672	HPO	HP:0004226	Curved distal phalanx of the 5th finger
C1836674	HPO	HP:0004227	Short distal phalanx of the 5th finger
C4025400	HPO	HP:0004238	Lytic defects of carpal bones
C4025376	HPO	HP:0004274	Deficient ossification of hand bones
C0435632	HPO	HP:0004277	Fractured hand bones
C4025373	HPO	HP:0004281	Irregular sclerosis of hand bones
C4025367	HPO	HP:0004289	Sclerotic foci in hand bones
C4025360	HPO	HP:0004302	Functional motor problems
C4021663	HPO	HP:0004303	Abnormality of muscle fibers
C4025359	HPO	HP:0004307	Abnormal anatomic location of the heart
C4021658	HPO	HP:0004341	Abnormality of the vitamin B12 metabolism
C4025348	HPO	HP:0004345	Abnormality of ganglioside metabolism
C2674432	HPO	HP:0004349	Reduced bone mineral density
C4025345	HPO	HP:0004353	Abnormality of pyrimidine metabolism
C4025344	HPO	HP:0004354	Abnormality of carboxylic acid metabolism
C4021656	HPO	HP:0004359	Abnormality of fatty-acid metabolism
C4025332	HPO	HP:0004368	Increased purine levels
C1834934	HPO	HP:0004384	Type I truncus arteriosus
C4025325	HPO	HP:0004403	Proximal esophageal atresia
C0001768	HPO	HP:0004432	Agammaglobulinemia
C1832451	HPO	HP:0004437	Cranial hyperostosis
C0221281	HPO	HP:0004447	Poikilocytosis
C1852411	HPO	HP:0004450	Preauricular skin furrow
C1836678	HPO	HP:0004452	Abnormality of the middle ear ossicles
C1865304	HPO	HP:0004453	Overfolding of the superior helices
C4025322	HPO	HP:0004466	Prolonged brainstem auditory evoked potentials
C0266610	HPO	HP:0004467	Preauricular pit
C1859896	HPO	HP:0004481	Progressive macrocephaly
C4025319	HPO	HP:0004485	Cessation of head growth
C3280131	HPO	HP:0004523	Long eyebrows
C4021653	HPO	HP:0004528	Generalized hypotrichosis
C1854941	HPO	HP:0004562	Beaking of vertebral bodies T12-L3
C1862428	HPO	HP:0004592	Thoracic platyspondyly
C1844512	HPO	HP:0004608	Anteriorly placed odontoid process
C0158288	HPO	HP:0004610	Lumbar spinal canal stenosis
C1850134	HPO	HP:0004618	Sandwich appearance of vertebral bodies
C1834953	HPO	HP:0004619	Lumbar kyphoscoliosis
C1848514	HPO	HP:0004689	Short fourth metatarsal
C0238304	HPO	HP:0004743	Chronic tubulointerstitial nephritis
C4025298	HPO	HP:0004758	Effort-induced polymorphic ventricular tachycardias
C0265857	HPO	HP:0004762	Hypoplasia of right ventricle
C4025296	HPO	HP:0004779	Brittle scalp hair
C4025295	HPO	HP:0004780	Elbow hypertrichosis
C0266196	HPO	HP:0004785	Malrotation of colon
C4025292	HPO	HP:0004788	Intestinal lymphedema
C4025291	HPO	HP:0004790	Hypoplasia of the small intestine
C0349636	HPO	HP:0004812	Pre-B-cell acute lymphoblastic leukemia
C0023465	HPO	HP:0004845	Acute monocytic leukemia
C1735901	HPO	HP:0004850	Recurrent deep vein thrombosis
C2749656	HPO	HP:0004851	Folate-responsive megaloblastic anemia
C4025283	HPO	HP:0004863	Compensated hemolytic anemia
C0240017	HPO	HP:0004878	Intercostal muscle weakness
C0740896	HPO	HP:0004909	Hypokalemic hypochloremic metabolic alkalosis
C1844917	HPO	HP:0004913	Intermittent lactic acidemia
C1969073	HPO	HP:0004918	Hyperchloremic metabolic acidosis
C1847425	HPO	HP:0004924	Abnormal oral glucose tolerance
C1868528	HPO	HP:0004926	Orthostatic hypotension due to autonomic dysfunction
C4025269	HPO	HP:0004940	Generalized arterial calcification
C4025267	HPO	HP:0004945	Extracranial internal carotid artery dissection
C0265905	HPO	HP:0004960	Absent pulmonary artery
C4025263	HPO	HP:0004974	Coarctation of abdominal aorta
C1855895	HPO	HP:0004975	Erlenmeyer flask deformity of the femurs
C1848840	HPO	HP:0004977	Bilateral radial aplasia
C4025262	HPO	HP:0004981	Prominent styloid process of ulna
C3278429	HPO	HP:0005021	Bilateral elbow dislocations
C4020825	HPO	HP:0005041	Irregular capital femoral epiphysis
C1867494	HPO	HP:0005063	Fragmented, irregular epiphyses
C1968606	HPO	HP:0005085	Limited knee flexion/extension
C1857139	HPO	HP:0005089	Abnormal metaphyseal trabeculation
C1866048	HPO	HP:0005099	Severe hydrops fetalis
C1851833	HPO	HP:0005100	Premature birth following premature rupture of fetal membranes
C1849095	HPO	HP:0005102	Cochlear degeneration
C4025251	HPO	HP:0005106	Abnormality of the vertebral endplates
C4025246	HPO	HP:0005120	Abnormality of cardiac atrium
C1832602	HPO	HP:0005141	Episodes of ventricular tachycardia
C0345037	HPO	HP:0005143	Anomalous origin of right pulmonary artery from ascending aorta
C1866207	HPO	HP:0005176	Dysplastic aortic valve
C1847397	HPO	HP:0005185	Global systolic dysfunction
C4025239	HPO	HP:0005195	Polyarticular arthropathy
C0850666	HPO	HP:0005202	Helicobacter pylori infection
C0238115	HPO	HP:0005203	Spontaneous esophageal perforation
C0030299	HPO	HP:0005206	Pancreatic pseudocyst
C4025232	HPO	HP:0005229	Jejunoileal ulceration
C0859974	HPO	HP:0005234	Neonatal intestinal obstruction
C0266175	HPO	HP:0005235	Jejunal atresia
C4025229	HPO	HP:0005238	Discrete intestinal polyps
C1848760	HPO	HP:0005253	Increased anterioposterior diameter of thorax
C1845576	HPO	HP:0005254	Unilateral chest hypoplasia
C4021639	HPO	HP:0005256	Unilateral absence of pectoralis major muscle
C1837888	HPO	HP:0005285	Absent nasal bridge
C1855736	HPO	HP:0005290	Internal carotid artery hypoplasia
C4025221	HPO	HP:0005298	Atrioventricular canal defect with right ventricle aorta and pulmonary atresia
C0265931	HPO	HP:0005301	Persistent left superior vena cava
C1303076	HPO	HP:0005302	Carotid artery tortuosity
C0238051	HPO	HP:0005318	Cerebral vasculitis
C3277426	HPO	HP:0005320	Lack of facial subcutaneous fat
C1863363	HPO	HP:0005347	Cartilaginous trachea
C1855204	HPO	HP:0005374	Cellular immunodeficiency
C1852539	HPO	HP:0005396	Susceptibility to coronavirus 229e
C1860128	HPO	HP:0005401	Recurrent candida infections
C1846546	HPO	HP:0005425	Recurrent sinopulmonary infections
C1856639	HPO	HP:0005453	Absent/hypoplastic paranasal sinuses
C1867114	HPO	HP:0005461	Craniofacial disproportion
C1397139	HPO	HP:0005462	Calcification of falx cerebri
C1856779	HPO	HP:0005476	Widely patent sagittal suture
C1847514	HPO	HP:0005484	Postnatal microcephaly
C1857949	HPO	HP:0005487	Prominent metopic ridge
C0238478	HPO	HP:0005510	Transient erythroblastopenia
C4025187	HPO	HP:0005513	Increased megakaryocyte count
C3807131	HPO	HP:0005565	Reduced renal corticomedullary differentiation
C1835171	HPO	HP:0005567	Renal magnesium wasting
C1968910	HPO	HP:0005571	Increased renal tubular phosphate reabsorption
C1846349	HPO	HP:0005579	Impaired reabsorption of chloride
C1839269	HPO	HP:0005580	Duplication of renal pelvis
C4021632	HPO	HP:0005598	Facial telangiectasia in butterfly midface distribution
C4025173	HPO	HP:0005612	Arthrogryposis-like hand anomaly
C4021629	HPO	HP:0005623	Absent ossification of calvaria
C4025159	HPO	HP:0005671	Bilateral intracranial calcifications
C4025157	HPO	HP:0005678	Anterior atlanto-occipital dislocation
C4025154	HPO	HP:0005687	Deformed humeral heads
C0014084	HPO	HP:0005701	Multiple enchondromatosis
C4021627	HPO	HP:0005707	Bilateral triphalangeal thumbs
C2931238	HPO	HP:0005725	Nonopposable triphalangeal thumb
C4021625	HPO	HP:0005733	Spinal stenosis with reduced interpedicular distance
C3805887	HPO	HP:0005744	Generalized osteoporosis with pathologic fractures
C4025144	HPO	HP:0005745	Congenital foot contractures
C4025142	HPO	HP:0005752	Flattened moderately deformed vertebrae
C0521556	HPO	HP:0005765	Sacral meningocele
C4025134	HPO	HP:0005790	Short mandibular condyles
C1846950	HPO	HP:0005819	Short middle phalanx of finger
C0152237	HPO	HP:0005850	Congenital talipes calcaneovalgus
C4025118	HPO	HP:0005878	Enlarged sagittal diameter of the cervical canal
C4025117	HPO	HP:0005880	Metacarpophalangeal synostosis
C4025114	HPO	HP:0005886	Aphalangy of the hands
C4021617	HPO	HP:0005906	Delayed pneumatization of the mastoid process
C4021244	HPO	HP:0005921	Abnormal ossification of hand bones
C4025106	HPO	HP:0005925	Abnormalities of the diaphyses of the hand
C4025103	HPO	HP:0005929	Synostosis involving the tibia
C4025102	HPO	HP:0005932	Abnormal renal corticomedullary differentiation
