orphanet_code	orphanet_term	orphanet_gene_id	gene_orphanumber	gene_name	gene_type	gene_symbol	dga_type	dga_status
DOID:0090068	Giant axonal neuropathy	16099	122015	gigaxonin	gene with protein product	GAN	Disease-causing germline mutation(s) in	Assessed
DOID:0050474	Netherton syndrome	15550	119840	serine peptidase inhibitor, Kazal type 5	gene with protein product	SPINK5	Disease-causing germline mutation(s) in	Assessed
DOID:0050463	Campomelic dysplasia	15541	119792	SRY-box 9	gene with protein product	SOX9	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060894	Young-onset Parkinson disease	15094	117822	PTEN induced putative kinase 1	gene with protein product	PINK1	Disease-causing germline mutation(s) in	Assessed
DOID:0060894	Young-onset Parkinson disease	15532	119763	synuclein alpha	gene with protein product	SNCA	Candidate gene tested in	Not yet assessed
DOID:0060894	Young-onset Parkinson disease	15682	120375	ubiquitin C-terminal hydrolase L1	gene with protein product	UCHL1	Candidate gene tested in	Not yet assessed
DOID:0060894	Young-onset Parkinson disease	16235	122552	HtrA serine peptidase 2	gene with protein product	HTRA2	Candidate gene tested in	Not yet assessed
DOID:0060894	Young-onset Parkinson disease	16415	123301	leucine rich repeat kinase 2	gene with protein product	LRRK2	Candidate gene tested in	Not yet assessed
DOID:0060894	Young-onset Parkinson disease	16608	124080	parkin RBR E3 ubiquitin protein ligase	gene with protein product	PARK2	Disease-causing germline mutation(s) in	Assessed
DOID:0060894	Young-onset Parkinson disease	16609	124084	Parkinsonism associated deglycase	gene with protein product	PARK7	Disease-causing germline mutation(s) in	Assessed
DOID:0060894	Young-onset Parkinson disease	22171	356123	DnaJ heat shock protein family (Hsp40) member C6	gene with protein product	DNAJC6	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060894	Young-onset Parkinson disease	23672	456083	vacuolar protein sorting 13 homolog C	gene with protein product	VPS13C	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060894	Young-onset Parkinson disease	25063	474429	podocalyxin like	gene with protein product	PODXL	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060599	Nance-Horan syndrome	16546	123783	NHS actin remodeling regulator	gene with protein product	NHS	Disease-causing germline mutation(s) in	Assessed
DOID:2216	Congenital factor V deficiency	16014	121673	coagulation factor V	gene with protein product	F5	Disease-causing germline mutation(s) in	Assessed
DOID:0050477	Liddle syndrome	15257	118536	sodium channel epithelial 1 beta subunit	gene with protein product	SCNN1B	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:0050477	Liddle syndrome	15258	118539	sodium channel epithelial 1 gamma subunit	gene with protein product	SCNN1G	Disease-causing germline mutation(s) (gain of function) in	Assessed
DOID:0050534	Congenital stationary night blindness	15211	118315	rhodopsin	gene with protein product	RHO	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	15240	118449	S-antigen visual arrestin	gene with protein product	SAG	Candidate gene tested in	Not yet assessed
DOID:0050534	Congenital stationary night blindness	15390	119127	calcium binding protein 4	gene with protein product	CABP4	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	15393	119148	calcium voltage-gated channel subunit alpha1 F	gene with protein product	CACNA1F	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	16148	122202	G protein subunit alpha transducin 1	gene with protein product	GNAT1	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	16168	122286	G protein-coupled receptor kinase 1	gene with protein product	GRK1	Candidate gene tested in	Not yet assessed
DOID:0050534	Congenital stationary night blindness	16169	122291	glutamate metabotropic receptor 6	gene with protein product	GRM6	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	16582	123966	nyctalopin	gene with protein product	NYX	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	16628	124149	phosphodiesterase 6B	gene with protein product	PDE6B	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	17457	160128	calcium voltage-gated channel auxiliary subunit alpha2delta 4	gene with protein product	CACNA2D4	Candidate gene tested in	Not yet assessed
DOID:0050534	Congenital stationary night blindness	18981	225280	transient receptor potential cation channel subfamily M member 1	gene with protein product	TRPM1	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	19484	244378	solute carrier family 24 member 1	gene with protein product	SLC24A1	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	20814	292381	G protein-coupled receptor 179	gene with protein product	GPR179	Disease-causing germline mutation(s) in	Assessed
DOID:0050534	Congenital stationary night blindness	21744	322104	leucine rich repeat, Ig-like and transmembrane domains 3	gene with protein product	LRIT3	Disease-causing germline mutation(s) in	Assessed
DOID:2987	Familial Mediterranean fever	16389	123191	MEFV, pyrin innate immunity regulator	gene with protein product	MEFV	Disease-causing germline mutation(s) in	Assessed
DOID:9821	Choroideremia	15445	119402	CHM, Rab escort protein 1	gene with protein product	CHM	Disease-causing germline mutation(s) in	Assessed
DOID:14080	Familial hyperaldosteronism type I	15834	120949	cytochrome P450 family 11 subfamily B member 1	gene with protein product	CYP11B1	Part of a fusion gene in	Assessed
DOID:14080	Familial hyperaldosteronism type I	15835	120955	cytochrome P450 family 11 subfamily B member 2	gene with protein product	CYP11B2	Part of a fusion gene in	Assessed
DOID:10283	Familial prostate cancer	15217	118344	ribonuclease L	gene with protein product	RNASEL	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	15377	119068	BRCA1, DNA repair associated	gene with protein product	BRCA1	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	15378	119072	BRCA2, DNA repair associated	gene with protein product	BRCA2	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	15444	119394	checkpoint kinase 2	gene with protein product	CHEK2	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	15556	119860	steroid 5 alpha-reductase 2	gene with protein product	SRD5A2	Candidate gene tested in	Not yet assessed
DOID:10283	Familial prostate cancer	15970	121513	elaC ribonuclease Z 2	gene with protein product	ELAC2	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	15984	121567	EPH receptor B2	gene with protein product	EPHB2	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	16518	123688	nibrin	gene with protein product	NBN	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	17228	158588	HNF1 homeobox B	gene with protein product	HNF1B	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	19234	233066	microseminoprotein beta	gene with protein product	MSMB	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	20802	292052	homeobox B13	gene with protein product	HOXB13	Major susceptibility factor in	Assessed
DOID:10283	Familial prostate cancer	21078	297634	macrophage scavenger receptor 1	gene with protein product	MSR1	Major susceptibility factor in	Assessed
DOID:0110030	Alpha-thalassemia-X-linked intellectual disability syndrome	15335	118908	ATRX, chromatin remodeler	gene with protein product	ATRX	Disease-causing germline mutation(s) in	Assessed
DOID:0090007	ICF syndrome	15883	121150	DNA methyltransferase 3 beta	gene with protein product	DNMT3B	Disease-causing germline mutation(s) in	Assessed
DOID:0090007	ICF syndrome	20164	268103	zinc finger and BTB domain containing 24	gene with protein product	ZBTB24	Disease-causing germline mutation(s) in	Assessed
DOID:0090007	ICF syndrome	23339	436811	cell division cycle associated 7	gene with protein product	CDCA7	Disease-causing germline mutation(s) in	Assessed
DOID:0090007	ICF syndrome	23340	436818	helicase, lymphoid-specific	gene with protein product	HELLS	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	15478	119549	Abelson helper integration site 1	gene with protein product	AHI1	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	15629	120140	transmembrane protein 67	gene with protein product	TMEM67	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	16237	122562	HYLS1, centriolar and ciliogenesis associated	gene with protein product	HYLS1	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	16405	123253	Meckel syndrome, type 1	gene with protein product	MKS1	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	18076	179401	ADP ribosylation factor like GTPase 13B	gene with protein product	ARL13B	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	18603	208347	inositol polyphosphate-5-phosphatase E	gene with protein product	INPP5E	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	19840	260361	tectonic family member 2	gene with protein product	TCTN2	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	20293	270354	B9 domain containing 1	gene with protein product	B9D1	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	20312	274226	tectonic family member 1	gene with protein product	TCTN1	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	20689	286631	transmembrane protein 237	gene with protein product	TMEM237	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	20825	292992	centrosomal protein 41	gene with protein product	CEP41	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050777	Joubert syndrome	21089	299619	chromosome 5 open reading frame 42	gene with protein product	C5ORF42	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	22594	390741	centrosome and spindle pole associated protein 1	gene with protein product	CSPP1	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0050777	Joubert syndrome	23142	422916	centrosomal protein 120	gene with protein product	CEP120	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	23313	435787	KIAA0586	gene with protein product	KIAA0586	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	23604	448865	centrosomal protein 104	gene with protein product	CEP104	Disease-causing germline mutation(s) in	Assessed
DOID:0050777	Joubert syndrome	23605	448873	KIAA0556	gene with protein product	KIAA0556	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:0060468	Holt-Oram syndrome	15589	119968	T-box 5	gene with protein product	TBX5	Disease-causing germline mutation(s) in	Assessed
DOID:14450	46,XX gonadal dysgenesis	16077	121943	follicle stimulating hormone receptor	gene with protein product	FSHR	Disease-causing germline mutation(s) (loss of function) in	Assessed
DOID:14450	46,XX gonadal dysgenesis	17198	158386	bone morphogenetic protein 15	gene with protein product	BMP15	Disease-causing germline mutation(s) in	Assessed
DOID:14450	46,XX gonadal dysgenesis	17744	168312	nuclear receptor subfamily 5 group A member 1	gene with protein product	NR5A1	Disease-causing germline mutation(s) in	Assessed
DOID:14450	46,XX gonadal dysgenesis	20655	285341	PSMC3 interacting protein	gene with protein product	PSMC3IP	Disease-causing germline mutation(s) in	Assessed
DOID:14450	46,XX gonadal dysgenesis	23431	442980	nucleoporin 107	gene with protein product	NUP107	Disease-causing germline mutation(s) in	Assessed
DOID:13945	CADASIL	16559	123860	notch 3	gene with protein product	NOTCH3	Disease-causing germline mutation(s) in	Assessed
DOID:0050585	Berardinelli-Seip congenital lipodystrophy	15129	117964	peroxisome proliferator activated receptor gamma	gene with protein product	PPARG	Disease-causing germline mutation(s) in	Assessed
DOID:0050585	Berardinelli-Seip congenital lipodystrophy	15380	119085	BSCL2, seipin lipid droplet biogenesis associated	gene with protein product	BSCL2	Disease-causing germline mutation(s) in	Assessed
DOID:0050585	Berardinelli-Seip congenital lipodystrophy	15473	119525	1-acylglycerol-3-phosphate O-acyltransferase 2	gene with protein product	AGPAT2	Disease-causing germline mutation(s) in	Assessed
DOID:0050585	Berardinelli-Seip congenital lipodystrophy	17896	171064	caveolin 1	gene with protein product	CAV1	Disease-causing germline mutation(s) in	Assessed
DOID:0050585	Berardinelli-Seip congenital lipodystrophy	22386	364789	Fos proto-oncogene, AP-1 transcription factor subunit	gene with protein product	FOS	Disease-causing germline mutation(s) in	Assessed
DOID:0090012	Severe combined immunodeficiency due to DCLRE1C deficiency	15852	121027	DNA cross-link repair 1C	gene with protein product	DCLRE1C	Disease-causing germline mutation(s) in	Assessed
DOID:1856	Cherubism	15287	118689	SH3 domain binding protein 2	gene with protein product	SH3BP2	Disease-causing germline mutation(s) in	Assessed
DOID:0060357	Chylomicron retention disease	15244	118465	secretion associated Ras related GTPase 1B	gene with protein product	SAR1B	Disease-causing germline mutation(s) in	Assessed
DOID:14777	Benign familial neonatal epilepsy	16296	122808	potassium voltage-gated channel subfamily Q member 2	gene with protein product	KCNQ2	Disease-causing germline mutation(s) in	Assessed
DOID:14777	Benign familial neonatal epilepsy	16297	122817	potassium voltage-gated channel subfamily Q member 3	gene with protein product	KCNQ3	Disease-causing germline mutation(s) in	Assessed
DOID:14693	Hidrotic ectodermal dysplasia	16133	122142	gap junction protein beta 6	gene with protein product	GJB6	Disease-causing germline mutation(s) in	Assessed
DOID:0060651	MYH9-related disease	16503	123628	myosin heavy chain 9	gene with protein product	MYH9	Disease-causing germline mutation(s) in	Assessed
DOID:5325	Roberts syndrome	15994	121610	establishment of sister chromatid cohesion N-acetyltransferase 2	gene with protein product	ESCO2	Disease-causing germline mutation(s) in	Assessed
