hp_code	hp_term	mesh_code	mesh_term
HP:0100021	Cerebral palsy	NA	NA
HP:0002803	Congenital contracture	NA	NA
HP:0000346	Whistling appearance	NA	NA
HP:0002034	Abnormality of the rectum	NA	NA
HP:0007772	Impaired smooth pursuit	NA	NA
HP:0011308	Slender toe	NA	NA
HP:0008419	Intervertebral disc degeneration	NA	NA
HP:0005374	Cellular immunodeficiency	NA	NA
HP:0008249	Thyroid hyperplasia	NA	NA
HP:0001382	Joint hypermobility	NA	NA
HP:0012802	Broad jaw	NA	NA
HP:0003401	Paresthesia	NA	NA
HP:0000961	Cyanosis	D003490	Cyanoses
HP:0007535	Hypopigmented streaks	NA	NA
HP:0000363	Abnormality of earlobe	NA	NA
HP:0004268	Osteoarthritis of the small joints of the hand	NA	NA
HP:0000454	Flared nostrils	NA	NA
HP:0003796	Irregular iliac crest	NA	NA
HP:0004762	Hypoplasia of right ventricle	C536932	Uhl anomaly
HP:0030234	Highly elevated creatine phosphokinase	NA	NA
HP:0008198	Congenital hypoparathyroidism	NA	NA
HP:0000979	Purpura	NA	NA
HP:0011672	Cardiac myxoma	NA	NA
HP:0100012	Neoplasm of the eye	NA	NA
HP:0010458	Female pseudohermaphroditism	NA	NA
HP:0000813	Bicornuate uterus	NA	NA
HP:0007850	Retinal vascular proliferation	D015861	Retinal Neovascularization
HP:0010807	Open bite	D024343	Bite, Open
HP:0012771	Increased arm span	NA	NA
HP:0008544	Abnormally folded helix	NA	NA
HP:0008812	Flattened femoral head	NA	NA
HP:0012373	Abnormal eye physiology	NA	NA
HP:0007378	Neoplasm of the gastrointestinal tract	NA	NA
HP:0000725	Psychotic episodes	NA	NA
HP:0003774	Stage 5 chronic kidney disease	NA	NA
HP:0011947	Respiratory tract infection	NA	NA
HP:0004325	Decreased body weight	NA	NA
HP:0002817	Abnormality of the upper limb	NA	NA
HP:0006723	Intestinal carcinoid	NA	NA
HP:0001540	Diastasis recti	NA	NA
HP:0003750	Increased muscle fatiguability	NA	NA
HP:0012412	Premature adrenarche	NA	NA
HP:0030786	Photopsia	NA	NA
HP:0000166	Severe periodontitis	NA	NA
HP:0000978	Bruising susceptibility	NA	NA
HP:0006274	Reduced pancreatic beta cells	NA	NA
HP:0009058	Increased muscle lipid content	NA	NA
HP:0001635	Congestive heart failure	NA	NA
HP:0012188	Hyperemesis gravidarum	D006939	Pregnancy Pernicious Vomiting
HP:0007328	Impaired pain sensation	NA	NA
HP:0008714	Ureterovesical stenosis	NA	NA
HP:0004420	Arterial thrombosis	NA	NA
HP:0200039	Pustule	NA	NA
HP:0010808	Protruding tongue	NA	NA
HP:0002691	Platybasia	D010985	Impression, Basilar
HP:0012401	Abnormal urine alpha-ketoglutarate concentration	NA	NA
HP:0006695	Atrioventricular canal defect	NA	NA
HP:0040223	Intrapulmonary hemorrhage	NA	NA
HP:0002075	Dysdiadochokinesis	NA	NA
HP:0002539	Cortical dysplasia	NA	NA
HP:0100749	Chest pain	D002637	Pains, Chest
HP:0011246	Underdeveloped superior crus of antihelix	NA	NA
HP:0002645	Wormian bones	NA	NA
HP:0005294	Arterial dissection	D000784	Dissecting Aneurysms
HP:0040047	Abnormality of the right hemidiaphragm	NA	NA
HP:0012471	Thick vermilion border	NA	NA
HP:0000951	Abnormality of the skin	NA	NA
HP:0006866	Midline central nervous system lipomas	NA	NA
HP:0003736	Autophagic vacuoles	NA	NA
HP:0000837	Increased circulating gonadotropin level	NA	NA
HP:0000876	Oligomenorrhea	D009839	Oligomenorrheas
HP:0001907	Thromboembolism	NA	NA
HP:0006014	Abnormally shaped carpal bones	NA	NA
HP:0001808	Fragile nails	NA	NA
HP:0000248	Brachycephaly	NA	NA
HP:0009050	Quadriceps muscle atrophy	NA	NA
HP:0004430	Severe combined immunodeficiency	NA	NA
HP:0002168	Scanning speech	NA	NA
HP:0000653	Sparse eyelashes	NA	NA
HP:0001822	Hallux valgus	NA	NA
HP:0002166	Impaired vibration sensation in the lower limbs	NA	NA
HP:0005110	Atrial fibrillation	D001281	Fibrillation, Auricular
HP:0001392	Abnormality of the liver	NA	NA
HP:0040180	Hyperkeratosis pilaris	NA	NA
HP:0002634	Arteriosclerosis	D001161	Arterioscleroses
HP:0011760	Pituitary growth hormone cell adenoma	NA	NA
HP:0004826	Folate-unresponsive megaloblastic anemia	NA	NA
HP:0002003	Large forehead	NA	NA
HP:0004337	Abnormality of amino acid metabolism	NA	NA
HP:0001376	Limitation of joint mobility	NA	NA
HP:0000298	Mask-like facies	NA	NA
HP:0011103	Abnormality of the left ventricular outflow tract	NA	NA
HP:0001716	Wolff-Parkinson-White syndrome	D014927	Wolff Parkinson White Syndrome
HP:0012052	Low serum calcitriol	NA	NA
HP:0012155	Decreased corneal sensation	NA	NA
HP:0002659	Increased susceptibility to fractures	NA	NA
HP:0002398	Degeneration of anterior horn cells	NA	NA
HP:0001413	Micronodular cirrhosis	NA	NA
HP:0012639	Abnormality of nervous system morphology	NA	NA
HP:0005922	Abnormal hand morphology	NA	NA
HP:0100827	Lymphocytosis	D008218	Lymphocytoses
HP:0004634	Cuboid-shaped vertebral bodies	NA	NA
HP:0005200	Retroperitoneal fibrosis	NA	NA
HP:0001180	Oligodactyly (hands)	NA	NA
HP:0004375	Neoplasm of the nervous system	D009423	Tumors, Nervous System
HP:0009891	Underdeveloped supraorbital ridges	NA	NA
HP:0100014	Epiretinal membrane	D019773	Membranes, Epiretinal
HP:0011065	Conical incisor	NA	NA
HP:0000704	Periodontitis	NA	NA
HP:0011068	Odontoma	NA	NA
HP:0012163	Carotid artery aneurysm	NA	NA
HP:0003741	Congenital muscular dystrophy	NA	NA
HP:0011121	Abnormality of skin morphology	NA	NA
HP:0006748	Adrenal pheochromocytoma	NA	NA
HP:0030451	Mesenteric cyst	D008639	Cyst, Mesenteric
HP:0100803	Abnormality of the periungual region	NA	NA
HP:0011581	Double outlet left ventricle	NA	NA
HP:0005547	Myeloproliferative disorder	D009196	Myeloproliferative Disorder
HP:0004808	Acute myeloid leukemia	NA	NA
HP:0002151	Increased serum lactate	NA	NA
HP:0011747	Abnormality of the anterior pituitary	NA	NA
HP:0045025	Small palpebral fissure	NA	NA
HP:0003016	Metaphyseal widening	NA	NA
HP:0001511	Intrauterine growth retardation	NA	NA
HP:0100646	Thyroiditis	D013966	Thyroiditides
HP:0007209	Facial paralysis	NA	NA
HP:0004691	2-3 toe syndactyly	NA	NA
HP:0002227	White eyelashes	NA	NA
HP:0003083	Dislocated radial head	NA	NA
HP:0010494	Acromelia of the lower limbs	NA	NA
HP:0000121	Nephrocalcinosis	D009397	Nephrocalcinoses
HP:0005416	Decreased serum complement factor B	NA	NA
HP:0006901	Impaired thermal sensitivity	NA	NA
HP:0003300	Ovoid vertebral bodies	NA	NA
HP:0000126	Hydronephrosis	D006869	Hydronephroses
HP:0000076	Vesicoureteral reflux	D014718	Reflux, Vesicoureteral
HP:0001587	Primary ovarian failure	NA	NA
HP:0010780	Hyperacusis	NA	NA
HP:0007460	Autoamputation of digits	NA	NA
HP:0000142	Abnormality of the vagina	NA	NA
HP:0030532	Visual acuity test abnormality	NA	NA
HP:0010554	Cutaneous finger syndactyly	NA	NA
HP:0007707	Congenital primary aphakia	C537786	Aphakia, congenital primary
HP:0005659	Thoracic kyphoscoliosis	NA	NA
HP:0002102	Pleuritis	D010998	Pleuritides
HP:0001676	Palpitations (with pheochromocytoma)	NA	NA
HP:0005313	Arterial fibromuscular dysplasia	D005352	Dysplasia, Fibromuscular
HP:0001377	Limited elbow extension	NA	NA
HP:0008178	Abnormal cartilage matrix	NA	NA
HP:0012905	Euryblepharon	NA	NA
HP:0000778	Hypoplasia of the thymus	NA	NA
HP:0005972	Respiratory acidosis	D000142	Respiratory Acidoses
HP:0000201	Pierre-Robin sequence	D010855	Sequence, Robin
HP:0005830	Flexion contracture of toe	NA	NA
HP:0003071	Flattened epiphysis	NA	NA
HP:0003388	Easy fatigability	NA	NA
HP:0000280	Coarse facial features	NA	NA
HP:0002143	Abnormality of the spinal cord	NA	NA
HP:0010460	Abnormality of the female genitalia	NA	NA
HP:0003431	Decreased motor nerve conduction velocity	NA	NA
HP:0001176	Large hands	NA	NA
HP:0001912	Abnormality of basophils	NA	NA
HP:0007920	Congenital chorioretinal dystrophy	NA	NA
HP:0010815	Nevus sebaceous	NA	NA
HP:0100561	Spinal cord lesion	NA	NA
HP:0000969	Edema	NA	NA
HP:0012469	Infantile spasms	NA	NA
HP:0011118	Abnormality of tumor necrosis factor secretion	NA	NA
HP:0004930	Abnormality of the pulmonary vasculature	NA	NA
HP:0000144	Decreased fertility	NA	NA
HP:0001646	Abnormality of the aortic valve	NA	NA
HP:0008734	Decreased testicular size	NA	NA
HP:0002653	Bone pain	NA	NA
HP:0000405	Conductive hearing impairment	D006314	Hearing Loss, Conductive
HP:0000774	Narrow chest	NA	NA
HP:0008796	Externally rotated hips	NA	NA
HP:0002644	Abnormality of pelvic girdle bone morphology	NA	NA
HP:0001342	Cerebral hemorrhage	D002543	Intracerebral Hemorrhages
HP:0001989	Fetal akinesia sequence	NA	NA
HP:0000554	Uveitis	D014605	Uveitides
HP:0008197	Absence of pubertal development	NA	NA
HP:0000575	Scotoma	NA	NA
HP:0001805	Thick nail	NA	NA
HP:0002361	Psychomotor deterioration	NA	NA
HP:0008285	Transient hypophosphatemia	NA	NA
HP:0008513	Bilateral conductive hearing impairment	NA	NA
HP:0004492	Widely patent fontanelles and sutures	NA	NA
HP:0011834	Moyamoya phenomenon	NA	NA
HP:0100634	Neuroendocrine neoplasm	D018358	Tumors, Neuroendocrine
HP:0400008	Menometrorrhagia	NA	NA
HP:0100648	Neoplasm of the tongue	NA	NA
HP:0100276	Skin pit	NA	NA
HP:0007924	Slow decrease in visual acuity	NA	NA
HP:0003109	Hyperphosphaturia	NA	NA
HP:0010310	Chylothorax	D002916	Chylothorax
HP:0030685	Decreased adiponectin level	NA	NA
HP:0005343	Hypoplasia of the bladder	NA	NA
HP:0007677	Vitelliform maculopathy	NA	NA
HP:0001172	Abnormality of the thumb	NA	NA
HP:0002204	Pulmonary embolism	NA	NA
HP:0200047	Chondritis of pinna	NA	NA
HP:0001239	Wrist flexion contracture	NA	NA
HP:0012871	Varicocele	D014646	Varicoceles
HP:0001702	Abnormality of the tricuspid valve	NA	NA
HP:0100625	Enlarged thorax	NA	NA
HP:0008188	Thyroid dysgenesis	NA	NA
HP:0007486	Cavernous hemangioma of the face	NA	NA
HP:0010784	Uterine neoplasm	NA	NA
HP:0002384	Focal seizures with impairment of consciousness or awareness	NA	NA
HP:0008909	Lethal short-limbed short stature	NA	NA
HP:0000465	Webbed neck	NA	NA
HP:0100321	Abnormality of the dentate nucleus	NA	NA
HP:0008625	Severe sensorineural hearing impairment	NA	NA
HP:0003191	Cleft ala nasi	NA	NA
HP:0002013	Vomiting	D014839	Vomiting
HP:0000124	Renal tubular dysfunction	NA	NA
HP:0000616	Miosis	D015877	Small Pupils
HP:0009473	Joint contracture of the hand	NA	NA
HP:0001325	Hypoglycemic coma	NA	NA
HP:0001946	Ketosis	NA	NA
HP:0004950	Peripheral arterial disease	NA	NA
HP:0040113	Old-aged sensorineural hearing impairment	D011304	Presbycuses
HP:0007428	Telangiectasia of the oral mucosa	NA	NA
HP:0009938	Sunken cheeks	NA	NA
HP:0001343	Kernicterus	D007647	Hyperbilirubinemic Encephalopathies
HP:0012086	Abnormal urinary color	NA	NA
HP:0005101	High-frequency hearing impairment	D006316	High-Frequency Hearing Loss
HP:0002823	Abnormality of the femur	NA	NA
HP:0010740	Osteopathia striata	NA	NA
HP:0003107	Abnormality of cholesterol metabolism	NA	NA
HP:0012647	Abnormal inflammatory response	NA	NA
HP:0100503	Vitamin B1 deficiency	D013832	Thiamine Deficiencies
HP:0012118	Laryngeal carcinoma	NA	NA
HP:0007885	Slowed horizontal saccades	NA	NA
HP:0011405	Childhood onset short-limb short stature	NA	NA
HP:0010776	Tracheobronchmegaly	NA	NA
HP:0003789	Minicore (multicore) myopathy	NA	NA
HP:0001480	Freckling	NA	NA
HP:0030032	Partial absence of foot	NA	NA
HP:0000796	Urethral obstruction	D014524	Urethral Obstructions
HP:0002515	Waddling gait	NA	NA
HP:0002909	Generalized aminoaciduria	NA	NA
HP:0009829	Phocomelia	NA	NA
HP:0001874	Abnormality of neutrophils	NA	NA
HP:0005979	Metabolic ketoacidosis	NA	NA
HP:0010480	Urethral fistula	NA	NA
HP:0003281	Increased serum ferritin	NA	NA
HP:0100541	Femoral hernia	D006550	Hernias, Femoral
HP:0000954	Single transverse palmar crease	NA	NA
HP:0001276	Hypertonia	NA	NA
HP:0100787	Prostate neoplasm	NA	NA
HP:3000077	Abnormality of mandible condylar process	NA	NA
HP:0007018	Attention deficit hyperactivity disorder	NA	NA
HP:0006824	Cranial nerve paralysis	NA	NA
HP:0002687	Abnormality of the frontal sinuses	NA	NA
HP:0011132	Chronic furunculosis	NA	NA
HP:0001233	2-3 finger syndactyly	NA	NA
HP:0006459	Dorsal subluxation of ulna	NA	NA
HP:0004367	Abnormality of glycoprotein metabolism	NA	NA
HP:0001838	Rocker bottom foot	C536345	Vertical talus, congenital
HP:0010803	Everted upper lip vermilion	NA	NA
HP:0003434	Sensory ataxic neuropathy	NA	NA
HP:0009126	Increased adipose tissue	NA	NA
HP:0012315	Histiocytoma	D051642	Histiocytomas
HP:0100817	Renovascular hypertension	NA	NA
HP:0000878	11 pairs of ribs	NA	NA
HP:0002105	Hemoptysis	D006469	Hemoptyses
HP:0000835	Adrenal hypoplasia	NA	NA
HP:0004399	Congenital pyloric atresia	NA	NA
HP:0006329	Alveolar process hypoplasia	NA	NA
HP:0002367	Visual hallucinations	NA	NA
HP:0010331	Aplasia/Hypoplasia of the 3rd toe	NA	NA
HP:0007307	Rapid neurologic deterioration	NA	NA
HP:0002900	Hypokalemia	D007008	Hypopotassemias
HP:0430028	Hyperplasia of the maxilla	NA	NA
HP:0006286	Yellow-brown discoloration of the teeth	NA	NA
HP:0003411	Proximal femoral metaphyseal irregularity	NA	NA
HP:0100532	Scleritis	NA	NA
HP:0009125	Lipodystrophy	D008060	Lipodystrophies
HP:0005518	Erythrocyte macrocytosis	NA	NA
HP:0010785	Gonadal neoplasm	NA	NA
HP:0009800	Maternal diabetes	NA	NA
HP:0012288	Neoplasm of head and neck	NA	NA
HP:0012424	Chorioretinitis	D002825	Chorioretinitides
HP:0009726	Renal neoplasm	NA	NA
HP:0100336	Bilateral cleft lip	NA	NA
HP:0003183	Wide pubic symphysis	NA	NA
HP:0012608	Hypermagnesiuria	NA	NA
HP:0001199	Triphalangeal thumb	C573898	Triphalangeal Thumb
HP:0003276	Pelvic exostoses	NA	NA
HP:0008428	Vertebral clefting	NA	NA
HP:0000655	Vitreoretinal degeneration	NA	NA
HP:0030424	Epididymal cyst	D013088	Epididymal Cysts
HP:0003119	Abnormality of lipid metabolism	NA	NA
HP:0011024	Abnormality of the gastrointestinal tract	NA	NA
HP:0002317	Unsteady gait	NA	NA
HP:0006316	Irregularly spaced teeth	NA	NA
HP:0006970	Periventricular leukomalacia	NA	NA
HP:0100811	Aplasia/Hypoplasia of the colon	NA	NA
HP:0005305	Cerebral venous thrombosis	NA	NA
HP:0000117	Renal phosphate wasting	NA	NA
HP:0003042	Elbow dislocation	NA	NA
HP:0011754	Pituicytoma	NA	NA
HP:0009568	Aplasia/Hypoplasia of the middle phalanx of the 2nd finger	NA	NA
HP:0002463	Language impairment	NA	NA
HP:0002212	Curly hair	NA	NA
HP:0008062	Aplasia/Hypoplasia affecting the anterior segment of the eye	NA	NA
HP:0010760	Absent toe	NA	NA
HP:0003457	EMG abnormality	NA	NA
HP:0001761	Pes cavus	NA	NA
HP:0008424	Hypoplastic 5th lumbar vertebrae	NA	NA
HP:0000372	Abnormality of the auditory canal	NA	NA
HP:0001799	Short nail	NA	NA
HP:0006655	Rib segmentation abnormalities	NA	NA
HP:0011481	Abnormality of the lacrimal duct	NA	NA
HP:0008605	Unilateral external ear deformity	NA	NA
HP:0002876	Episodic tachypnea	NA	NA
HP:0006288	Advanced eruption of teeth	NA	NA
HP:0012032	Lipoma	NA	NA
HP:0011446	Abnormality of higher mental function	NA	NA
HP:0011031	Abnormality of iron homeostasis	NA	NA
HP:0000980	Pallor	D010167	Pallors
HP:0002277	Horner syndrome	NA	NA
HP:0000125	Pelvic kidney	NA	NA
HP:0010719	Abnormality of hair texture	NA	NA
HP:0000044	Hypogonadotrophic hypogonadism	NA	NA
HP:0100273	Neoplasm of the colon	NA	NA
HP:0004474	Persistent open anterior fontanelle	NA	NA
HP:0012220	Non-caseating epithelioid cell granulomatosis	NA	NA
HP:0100318	Lafora bodies	NA	NA
HP:0001997	Gout	NA	NA
HP:0030208	Acetylcholine receptor antibody positivity	NA	NA
HP:0000790	Hematuria	D006417	Hematurias
HP:0010496	Hypertrophy of the lower limb	NA	NA
HP:0001908	Hypoplastic anemia	NA	NA
HP:0200102	Sparse or absent eyelashes	NA	NA
HP:0030814	Orange discoloured tonsils	NA	NA
HP:0009908	Anterior creases of earlobe	NA	NA
HP:0006827	Atrophy of the spinal cord	NA	NA
HP:0003528	Elevated calcitonin	NA	NA
HP:0009722	Dental enamel pits	NA	NA
HP:0010242	Aplasia of the proximal phalanges of the hand	NA	NA
HP:0001833	Long foot	NA	NA
HP:0001260	Dysarthria	NA	NA
HP:0011742	Ectopic adrenal gland	NA	NA
HP:0009042	Marked muscular hypertrophy	NA	NA
HP:0000543	Optic disc pallor	NA	NA
HP:0002064	Spastic gait	NA	NA
HP:0001969	Tubulointerstitial abnormality	NA	NA
HP:0002365	Hypoplasia of the brainstem	NA	NA
HP:0006758	Malignant genitourinary tract tumor	NA	NA
HP:0001992	Organic aciduria	NA	NA
HP:0000859	Hyperaldosteronism	NA	NA
HP:0001290	Generalized hypotonia	NA	NA
HP:0005523	Lymphoproliferative disorder	NA	NA
HP:0003805	Rimmed vacuoles	NA	NA
HP:0200042	Skin ulcer	D012883	Ulcer, Skin
HP:0002663	Delayed epiphyseal ossification	NA	NA
HP:0002474	Expressive language delay	NA	NA
HP:0001738	Exocrine pancreatic insufficiency	NA	NA
HP:0006583	Fatal liver failure in infancy	NA	NA
HP:0002451	Limb dystonia	NA	NA
HP:0010448	Colonic atresia	C562562	Colonic Atresia
HP:0002497	Spastic ataxia	C564815	Spastic Ataxia
HP:0001402	Hepatocellular carcinoma	NA	NA
HP:0002110	Bronchiectasis	D001987	Bronchiectases
HP:0000075	Renal duplication	NA	NA
HP:0001812	Hyperconvex fingernails	NA	NA
HP:0005406	Recurrent bacterial skin infections	NA	NA
HP:0004422	Biparietal narrowing	NA	NA
HP:0100923	Clavicular sclerosis	NA	NA
HP:0001090	Large eyes	NA	NA
HP:0006353	Hypoplasia of the tooth germ	NA	NA
HP:0003693	Distal amyotrophy	NA	NA
HP:0002312	Clumsiness	NA	NA
HP:0002623	Overriding aorta	NA	NA
HP:0004568	Beaking of vertebral bodies	NA	NA
HP:0009899	Prominent crus of helix	NA	NA
HP:0012287	Hypothalamic luteinizing hormone-releasing hormone deficiency	NA	NA
HP:0001659	Aortic regurgitation	D001022	Regurgitation, Aortic
HP:0009004	Hypoplasia of the musculature	NA	NA
HP:0002686	Prenatal maternal abnormality	NA	NA
HP:0002592	Gastric ulcer	D013276	Ulcer, Gastric
HP:0012767	Abnormal placental size	NA	NA
HP:0030907	Thunderclap headache	NA	NA
HP:0004431	Complement deficiency	NA	NA
HP:0008944	Distal lower limb amyotrophy	NA	NA
HP:0009811	Abnormality of the elbow	NA	NA
HP:0003738	Exercise-induced myalgia	NA	NA
HP:0002667	Nephroblastoma	NA	NA
HP:0006409	Progressive leg bowing	NA	NA
HP:0003529	Parathormone-independent increased renal tubular calcium reabsorption	NA	NA
HP:0001357	Plagiocephaly	NA	NA
HP:0001904	Autoimmune neutropenia	NA	NA
HP:0000514	Slow saccadic eye movements	NA	NA
HP:0006772	Renal angiomyolipoma	NA	NA
HP:0011830	Abnormality of oral mucosa	NA	NA
HP:0005521	Disseminated intravascular coagulation	D004211	Coagulopathy, Consumption
HP:0006682	Ventricular extrasystoles	D018879	Ventricular Extrasystoles
HP:0040148	Cortical myoclonus	NA	NA
HP:0002269	Abnormality of neuronal migration	D054081	Disorders, Neuronal Migration
HP:0011407	Proportionate tall stature	NA	NA
HP:0012718	Morphological abnormality of the gastrointestinal tract	NA	NA
HP:0000519	Congenital cataract	NA	NA
HP:0001397	Hepatic steatosis	NA	NA
HP:0006565	Increased hepatocellular lipid droplets	NA	NA
HP:0012156	Hemophagocytosis	NA	NA
HP:0001046	Intermittent jaundice	NA	NA
HP:0012033	Sacral lipoma	NA	NA
HP:0007906	Increased intraocular pressure	NA	NA
HP:0000532	Chorioretinal abnormality	NA	NA
HP:0012500	Verrucous papule	NA	NA
HP:0004840	Hypochromic microcytic anemia	C536357	Anemia, hypochromic microcytic
HP:0001407	Hepatic cysts	NA	NA
HP:0010339	Flexion contracture of the 4th toe	NA	NA
HP:0008060	Aplasia/Hypoplasia of the fovea	NA	NA
HP:0000528	Anophthalmia	D000853	Anophthalmias
HP:0001519	Disproportionate tall stature	NA	NA
HP:0004915	Impairment of galactose metabolism	NA	NA
HP:0002290	Poliosis	NA	NA
HP:0000311	Round face	NA	NA
HP:0012492	Cerebral artery stenosis	NA	NA
HP:0000037	Male pseudohermaphroditism	NA	NA
HP:0007957	Corneal opacity	NA	NA
HP:0012725	Cutaneous syndactyly	NA	NA
HP:0010566	Hamartoma	D006222	Hamartomas
HP:0030007	EMG: positive sharp waves	NA	NA
HP:0006753	Neoplasm of the stomach	NA	NA
HP:0010078	Bullet-shaped distal phalanx of the hallux	NA	NA
HP:0000649	Abnormality of visual evoked potentials	NA	NA
HP:0005856	Ulnar radial head dislocation	NA	NA
HP:0002465	Poor speech	NA	NA
HP:0010515	Aplasia/Hypoplasia of the thymus	NA	NA
HP:0005857	Cervical spina bifida	NA	NA
HP:0011020	Abnormality of mucopolysaccharide metabolism	NA	NA
HP:0006589	Flaring of lower rib cage	NA	NA
HP:0001971	Hypersplenism	NA	NA
HP:0003521	Disproportionate short-trunk short stature	NA	NA
HP:0001310	Dysmetria	NA	NA
HP:0100490	Camptodactyly of finger	NA	NA
HP:0002037	Inflammation of the large intestine	NA	NA
HP:0040129	Abnormal nerve conduction velocity	NA	NA
HP:0003470	Paralysis	NA	NA
HP:0011859	Punctate keratitis	NA	NA
HP:0000483	Astigmatism	D001251	Astigmatism
HP:0002748	Rickets	D012279	Rachitides
HP:0002738	Hypoplastic frontal sinuses	NA	NA
HP:0011277	Abnormality of the urinary system physiology	NA	NA
HP:0003146	Hypocholesterolemia	NA	NA
HP:0006571	Reduced number of intrahepatic bile ducts	NA	NA
HP:0005338	Sparse lateral eyebrow	NA	NA
HP:0100743	Neoplasm of the rectum	NA	NA
HP:0001100	Heterochromia iridis	C538115	Heterochromia iridis
HP:0100805	Precocious menopause	NA	NA
HP:0006712	Aplasia/Hypoplasia of the ribs	NA	NA
HP:0001760	Abnormality of the foot	NA	NA
HP:0009816	Lower limb undergrowth	NA	NA
HP:0005208	Secretory diarrhea	NA	NA
HP:0002676	Cloverleaf skull	NA	NA
HP:0003152	Increased serum 1,25-dihydroxyvitamin D3	NA	NA
HP:0100024	Conspicuously happy disposition	NA	NA
HP:0002757	Recurrent fractures	NA	NA
HP:0001014	Angiokeratoma	D000794	Angiokeratomas
HP:0007766	Optic disc hypoplasia	NA	NA
HP:0009711	Retinal hemangioblastoma	NA	NA
HP:0008451	Posterior vertebral hypoplasia	NA	NA
HP:0006333	Crowded maxillary incisors	NA	NA
HP:0008083	2nd-5th toe middle phalangeal hypoplasia	NA	NA
HP:0002640	Hypertension associated with pheochromocytoma	NA	NA
HP:0008151	Prolonged prothrombin time	NA	NA
HP:0006829	Severe muscular hypotonia	NA	NA
HP:0001622	Premature birth	NA	NA
HP:0001626	Abnormality of the cardiovascular system	NA	NA
HP:0030445	Pulmonary carcinoid tumor	NA	NA
